nature_code,business_nature,line_code,business_line,license,permit,sanitary,garbage
2019-C,(C) MANUFACTURING,28222,Manufacture of machine tools and accessories including precision measuring tools,,,,
2019-C,(C) MANUFACTURING,28223,Parts and accessories for the machine tools classified in this group,,,,
2019-C,(C) MANUFACTURING,28224,"Manufacture of apparatus for electroplating, electrolysis and electrophoresis",,,,
2019-C,(C) MANUFACTURING,28229,"Manufacture of metal-forming machinery and machine tools, n.e.c.",,,,
2019-C,(C) MANUFACTURING,28230,Manufacture of machinery for metallurgy,,,,
2019-C,(C) MANUFACTURING,28241,Manufacture of heavy machinery and equipment used for mining and quarrying,,,,
2019-C,(C) MANUFACTURING,28242,Manufacture of heavy machinery and equipment used for construction ,,,,
2019-C,(C) MANUFACTURING,28251,Manufacture of machinery for food processing,,,,
2019-C,(C) MANUFACTURING,28252,"Manufacture of presses, crushers and similar machinery used to make wine, cider, fruit juices or similar beverages",,,,
2019-C,(C) MANUFACTURING,28253,"Manufacture of machinery for the preparation of tobacco and for the making of cigarettes or cigars, or pipe or chewing tobacco or snuff",,,,
2019-C,(C) MANUFACTURING,28261,Manufacture of textile machinery,,,,
2019-C,(C) MANUFACTURING,28262,Manufacture of machineries for man-made textile fibers or yarns,,,,
2019-C,(C) MANUFACTURING,28263,Manufacture of sewing machines,,,,
2019-C,(C) MANUFACTURING,28264,"Manufacture of commericial washing, laundry, dry-cleaning and pressing machines",,,,
2019-C,(C) MANUFACTURING,28265,"Manufacture of needles for knitting, sewing machines",,,,
2019-C,(C) MANUFACTURING,28269,"Manufacture of machinery for textile apparel and leather production, n.e.c.",,,,
2019-C,(C) MANUFACTURING,28291,"Manufacture of machinery for pulp, paper and paperboard industries",,,,
2019-C,(C) MANUFACTURING,28292,Manufacture of machinery for working rubber or plastic or for the manufacture of products of these materials,,,,
2019-C,(C) MANUFACTURING,28293,Manufacture of printing-trade machinery and equipment,,,,
2019-C,(C) MANUFACTURING,28294,"Manufacture of machinery for producing tiles, bricks, shaped ceramic pastes, pipes, graphite, electrodes, blackboard chalk, foundry molds, etc.",,,,
2019-C,(C) MANUFACTURING,28295,Manufacture of machines for production or hot-working of glass; glassware or yarn ,,,,
2019-C,(C) MANUFACTURING,28296,Manufacture of centrifugal clothes driers,,,,
2019-C,(C) MANUFACTURING,28299,"Manufacture of other special-purpose machinery, n.e.c.",,,,
2019-C,(C) MANUFACTURING,29100,Manufacture of motor vehicles,,,,
2019-C,(C) MANUFACTURING,29201,Manufacture of bodies (coachwork) for motor vehicles,,,,
2019-C,(C) MANUFACTURING,29202,Manufacture of trailers and semi-trailers,,,,
2019-C,(C) MANUFACTURING,29301,Manufacture of electric ignition or starting equipment for internal combustion engines,,,,
2019-C,(C) MANUFACTURING,29302,Manufacture of parts and accessories for motor vehicles and their engines,,,,
2019-C,(C) MANUFACTURING,30111,Building of ships and boats other than sports and pleasure boats ,,,,
2019-C,(C) MANUFACTURING,30112,Manufacture of floating or submersible drilling platforms,,,,
2019-C,(C) MANUFACTURING,30113,Manufacture of inflatable rafts,,,,
2019-C,(C) MANUFACTURING,30114,Manufacture of metal sections for ships and barges,,,,
2019-C,(C) MANUFACTURING,30121,Manufacture of inflatable boats,,,,
2019-C,(C) MANUFACTURING,30129,"Manufacture of other pleasure and sporting boats, n.e.c.",,,,
2019-C,(C) MANUFACTURING,30201,"Building and rebuilding of locomotives of any type of gauge, and railroad and tramway cars for freight and passenger service",,,,
2019-C,(C) MANUFACTURING,30202,"Production of specialized parts for locomotives, railroad and tramway",,,,
2019-C,(C) MANUFACTURING,30301,"Manufacture of  airplanes for the transport of goods or passengers, for use by the defense forces, for sport or other purposes",,,,
2019-C,(C) MANUFACTURING,30302,"Manufacture of spacecraft and launch vehicles, satellites, planetary probes, orbital, shuttles",,,,
2019-C,(C) MANUFACTURING,30303,"Conversion, modification and overhaul of aircrafts ",,,,
2019-C,(C) MANUFACTURING,30309,"Manufacture of other air and spacecraft and related machinery, n.e.c.",,,,
2019-C,(C) MANUFACTURING,30400,Manufacture of military fighting vehicles ,,,,
2019-C,(C) MANUFACTURING,30911,Manufacture and assembly of motorcycles,,,,
2019-C,(C) MANUFACTURING,30912,Manufacture of motorcycle engines and parts thereof,,,,
2019-C,(C) MANUFACTURING,30913,Manufacture of tricycles and parts thereof,,,,
2019-C,(C) MANUFACTURING,30914,Manufacture of side cars,,,,
2019-C,(C) MANUFACTURING,30915,Manufacture of parts and accessories of motorcycles,,,,
2019-C,(C) MANUFACTURING,30921,Manufacture of bicycles and bicycle parts,,,,
2019-C,(C) MANUFACTURING,30922,"Manufacture of invalid carriages, motorized and non-motorized",,,,
2019-C,(C) MANUFACTURING,30923,Manufacture of baby carriages,,,,
2019-C,(C) MANUFACTURING,30991,Manufacture of hand-propelled vehicles,,,,
2019-C,(C) MANUFACTURING,30992,Manufacture of animal drawn vehicles,,,,
2019-C,(C) MANUFACTURING,31010,Manufacture of wood furniture,,,,
2019-C,(C) MANUFACTURING,31020,"Manufacture of rattan furniture (reed, wicker, and cane)",,,,
2019-C,(C) MANUFACTURING,31030,Manufacture of box beds and mattresses,,,,
2019-C,(C) MANUFACTURING,31040,"Manufacture of partitions, shelves, lockers and office and store fixtures",,,,
2019-C,(C) MANUFACTURING,31050,Manufacture of plastic furniture,,,,
2019-C,(C) MANUFACTURING,31060,Manufacture of furniture and fixtures of metal,,,,
2019-C,(C) MANUFACTURING,31090,"Manufacture of other furniture and fixtures, n.e.c.",,,,
2019-C,(C) MANUFACTURING,32111,Manufacture of jewelry made of precious and semi-precious stones,,,,
2019-C,(C) MANUFACTURING,32112,Manufacture of silverware and plated ware,,,,
2019-C,(C) MANUFACTURING,32113,Manufacture of watchbands and bracelets of precious metals,,,,
2019-C,(C) MANUFACTURING,32119,Manufacture of articles related to jewelry,,,,
2019-C,(C) MANUFACTURING,32120,Manufacture of imitation of jewelry and related articles,,,,
2019-C,(C) MANUFACTURING,32201,Manufacture of guitars,,,,
2019-C,(C) MANUFACTURING,32202,"Manufacture of string instruments, other than guitars",,,,
2019-C,(C) MANUFACTURING,32203,Manufacture of pianos,,,,
2019-C,(C) MANUFACTURING,32204,Manufacture of musical organs (all types),,,,
2019-C,(C) MANUFACTURING,32205,Manufacture of wind and percussion instruments,,,,
2019-C,(C) MANUFACTURING,32206,Manufacture of musical instrument parts and accessories,,,,
2019-C,(C) MANUFACTURING,32209,"Manufacture of musical instruments, n.e.c.",,,,
2019-C,(C) MANUFACTURING,32301,Manufacture of sporting gloves and mitts,,,,
2019-C,(C) MANUFACTURING,32302,Manufacture of sporting balls,,,,
2019-C,(C) MANUFACTURING,32309,"Manufacture of sporting and athletic goods, n.e.c. ",,,,
2019-C,(C) MANUFACTURING,32401,Manufacture of dolls and doll garments,,,,
2019-C,(C) MANUFACTURING,32402,Manufacture of wheeled toys,,,,
2019-C,(C) MANUFACTURING,32403,"Manufacture of billiard, pool, bowling alley and similar games equipment",,,,
2019-C,(C) MANUFACTURING,32404,"Manufacture of electronic games (video games, checkers)",,,,
2019-C,(C) MANUFACTURING,32409,"Manufacture of toys and games, n.e.c.",,,,
2019-C,(C) MANUFACTURING,32501,"Manufacture of medical, surgical, dental furniture and fixtures",,,,
2019-C,(C) MANUFACTURING,32502,"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles",,,,
2019-C,(C) MANUFACTURING,32503,"Manufacture of prosthetic appliances, artificial teeth made to order",,,,
2019-C,(C) MANUFACTURING,32504,Manufacture of medical and precision instruments ,,,,
2019-C,(C) MANUFACTURING,32505,Manufacture of  medical thermometers,,,,
2019-C,(C) MANUFACTURING,32506,Manufacture of cement used in dentistry,,,,
2019-C,(C) MANUFACTURING,32509,"Manufacture of other medical and dental instruments and supplies, n.e.c.",,,,
2019-C,(C) MANUFACTURING,32910,Manufacture of pens and pencils of all kinds,,,,
2019-C,(C) MANUFACTURING,32920,"Manufacture of umbrellas, walking sticks, canes, whips and riding crops",,,,
2019-C,(C) MANUFACTURING,32930,"Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles ",,,,
2019-C,(C) MANUFACTURING,32940,Manufacture of candles,,,,
2019-C,(C) MANUFACTURING,32950,"Manufacture of artificial flowers, fruits and foliage",,,,
2019-C,(C) MANUFACTURING,32961,Manufacture of wooden coffin,,,,
2019-C,(C) MANUFACTURING,32962,Manufacture of metal coffin,,,,
2019-C,(C) MANUFACTURING,32991,"Manufacture of buttons, except plastic",,,,
2019-C,(C) MANUFACTURING,32992,"Manufacture of brooms, brushes and fans",,,,
2019-C,(C) MANUFACTURING,32993,"Manufacture of identification plates, badges, emblems and tags",,,,
2019-C,(C) MANUFACTURING,32994,Manufacture of signs and advertising displays ,,,,
2019-C,(C) MANUFACTURING,32995,Manufacture of cigarette lighters,,,,
2019-C,(C) MANUFACTURING,32999,"Manufacture of miscellaneous articles, n.e.c.",,,,
2019-C,(C) MANUFACTURING,33110,Repair of fabricated metal products,,,,
2019-C,(C) MANUFACTURING,33120,Repair of machinery,,,,
2019-C,(C) MANUFACTURING,33130,Repair of electronic and optical equipment ,,,,
2019-C,(C) MANUFACTURING,33140,Repair of electrical equipment,,,,
2019-C,(C) MANUFACTURING,33151,Repairing of ships and boats other than sports and pleasure boats,,,,
2019-C,(C) MANUFACTURING,33152,Repairing of sports and pleasure boats ,,,,
2019-C,(C) MANUFACTURING,33153,Repairing of aircraft,,,,
2019-C,(C) MANUFACTURING,33154,Repair and maintenance of aircraft engines,,,,
2019-C,(C) MANUFACTURING,33159,"Repair of transport equipment, except motor vehicles, n.e.c.",,,,
2019-C,(C) MANUFACTURING,33190,Repair of other equipment,,,,
2019-C,(C) MANUFACTURING,33200,Installation of industrial machinery and equipment,,,,
2019-D,"(D) ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35101,Electric power generation,,,,
2019-D,"(D) ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35102,Electric power transmission,,,,
2019-D,"(D) ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35103,Electric power distribution,,,,
2019-D,"(D) ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35200,Manufacture of gas; distribution of gaseous fuels through mains,,,,
2019-D,"(D) ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35300,"Steam, air conditioning supply and production of ice",,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",36000,"Water collection, treatment and supply",,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",37000,Sewerage,,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",38110,Collection of non-hazardous waste,,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",38120,Collection of hazardous waste,,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",38210,Treatment and disposal of non-hazardous waste,,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",38220,Treatment and disposal of hazardous waste,,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",38300,Materials recovery,,,,
2019-E,"(E) WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT
AND REMEDIATION ACTIVITIES",39000,Remediation activities and other waste management services,,,,
2019-F,(F) CONSTRUCTION,41001,Residential (dwelling) building constructions,,,,
2019-F,(F) CONSTRUCTION,41002,Non-residential building constructions,,,,
2019-F,(F) CONSTRUCTION,42100,Construction of roads and railways,,,,
2019-F,(F) CONSTRUCTION,42201,Construction of telecommunication lines and pipelines,,,,
2019-F,(F) CONSTRUCTION,42202,Water main and line construction,,,,
2019-F,(F) CONSTRUCTION,42203,Construction of gas and energy pipelines,,,,
2019-F,(F) CONSTRUCTION,42204,Construction of electric power lines,,,,
2019-F,(F) CONSTRUCTION,42209,"Other construction of utility projects, n.e.c.",,,,
2019-F,(F) CONSTRUCTION,42900,Construction of other civil engineering projects,,,,
2019-F,(F) CONSTRUCTION,43110,Demolition,,,,
2019-F,(F) CONSTRUCTION,43120,Site preparation,,,,
2019-F,(F) CONSTRUCTION,43210,Electrical installation,,,,
2019-F,(F) CONSTRUCTION,43220,"Plumbing, heat and air-conditioning installation",,,,
2019-F,(F) CONSTRUCTION,43290,Other construction installation,,,,
2019-F,(F) CONSTRUCTION,43301,Painting and related work,,,,
2019-F,(F) CONSTRUCTION,43302,Floor and wall tiling or covering with other material,,,,
2019-F,(F) CONSTRUCTION,43303,Carpentry,,,,
2019-F,(F) CONSTRUCTION,43309,Other building completion and finishing activities ,,,,
2019-F,(F) CONSTRUCTION,43900,Other specialized construction activities,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45101,Sale of passenger motor vehicles,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45102,"Sale of lorries, trailers and semi-trailers",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45109,Sale of other motor vehicles,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45201,"Repair of motor vehicles, including overhauling",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45202,Repair of batteries for motor vehicles,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45203,Vulcanizing or preparing of tires for motor vehicles,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45204,Car washing and auto-detailing services,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45209,"Maintenance of motor vehicles, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45301,Wholesale of motor vehicles parts and accessories,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45302,Retail sale of motor vehicles parts and accessories,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45303,Wholesale of motor vehicles tires and batteries,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45304,Retail sale of motor vehicles tires and batteries,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45309,"Sale of motor vehicle parts and accessories, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45401,Sale of motorcycles,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45402,Maintenance and repair of motorcycles and their parts and components,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,45403,Sale of motorcycles parts and components,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46101,"Wholesale on a fee or contract basis, of agricultural raw materials and live animals",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46102,"Wholesale on a fee or contract basis, of food, beverages and tobacco ",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46103,"Wholesale on a fee or contract basis, of textile, clothing, and footwear ",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46104,"Wholesale on a fee or contract basis, of household appliances, articles and equipment  ",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46105,"Wholesale on a fee or contract basis, of miscellaneous consumer goods  ",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46106,"Wholesale on a fee or contract basis, of construction materials and hardware ",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46107,"Wholesale on a fee or contract basis, of chemical and pharmaceutical products",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46108,"Wholesale on a fee or contract basis, of machinery, equipment and supplies ",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46109,"Wholesale on a fee or contract basis, of other products",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46201,"Wholesale of palay, corn (unmilled) and other grains",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46202,"Wholesale of abaca and other fibers, except synthetic fibers",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46203,"Wholesale of coconut, coconut-based products, and coconut by-products (e.g., copra, macapuno, coconut husk,  coconut shell)",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46204,"Wholesale of oleaginous fruits (e.g., oil seeds, palm oil, sunflower seeds, etc.)",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46205,Wholesale of tobacco leaf,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46206,Wholesale of flowers and plants,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46207,Wholesale of livestock and poultry and unprocessed animal products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46208,Wholesale of fish and other seafood,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46209,"Wholesale of farm, forest and marine products, including seeds and animal feeds, hides and skins, leather, etc. n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46301,"Wholesale of fruits, nuts and vegetables",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46302,"Wholesale of sugar, confectionery and bakery products and other processed foods",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46303,"Wholesale of meat and poultry products, including eggs",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46304,"Wholesale of rice, corn and other cereals",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46305,Wholesale of fishery products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46306,"Wholesale of drinking water, juices (including powder), coffee, tea, cocoa, soft drinks, energy and sports drinks, alcoholic and other beverages",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46307,Wholesale of tobacco products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46308,Wholesale of spices,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46309,"Wholesale of food, beverage and tobacco, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46411,"Wholesale of textile fabrics, all kinds, including man-made fibers",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46412,"Wholesale of wearing apparel, except footwear",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46413,"Wholesale of made-up textile goods, except wearing apparel",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46414,"Wholesale of articles of clothing, including accessories",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46415,"Wholesale of footwear, all kinds of materials",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46416,Wholesale of embroideries,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46417,"Wholesale of cordage, rope and twine",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46418,"Wholesale of leather and leather goods, including man-made leather, except footwear",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46419,"Wholesale of textiles, clothing and footwear, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46421,Wholesale of medicinal and pharmaceutical products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46422,Wholesale of surgical and orthopedic instruments and devices,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46423,Wholesale of photographic and optical goods,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46424,"Wholesale of musical instruments/sporting goods (including bicycles), and games and toys",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46425,Wholesale of paper and paper products (including stationeries),,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46426,"Wholesale of books, magazines and newspapers",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46427,"Wholesale of perfumeries, cosmetics and soaps",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46428,"Wholesale of watches, clocks and jewelries",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46429,"Wholesale of miscellaneous consumer goods, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46491,"Wholesale of household-type appliances, except radio and television equipment, CD and DVD players/recorders ",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46492,"Wholesale of household furniture, furnishing and fixtures",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46493,"Wholesale of recorded audio and video tapes, CDs, DVDs",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46494,"Wholesale of chinaware, glassware, earthenware, woodenware, wickerware, corkware, plasticware, cutlery and utensils",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46495,Wholesale of handicraft products,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46496,Wholesale of lighting equipment,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46497,Wholesale of radio and television including parts and accessories,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46499,"Wholesale of other household goods, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46510,"Wholesale of computers, computer peripheral equipment and software",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46521,Wholesale of electronic valves and tubes,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46522,Wholesale of semi-conductor devices,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46523,Wholesale micro-chips and integrated circuits,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46524,Wholesale of printed circuits,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46525,Wholesale of telephone and communications equipment including parts and accessories,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46526,"Wholesale of blank audio and video tapes and diskettes, magnetic and optical disks (CDs, DVDs)",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46530,"Wholesale of agricultural machinery, equipment and supplies",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46591,Wholesale of commercial machinery and equipment,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46592,Wholesale of industrial machinery and equipment,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46593,"Wholesale of office machinery equipment including office furniture, furnishings, appliances and vases",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46594,Wholesale of professional and scientific and measuring and controlling equipment,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46595,"Wholesale of transport equipment and supplies, except land motor vehicles, motorcycles and bicycles",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46599,"Wholesale of other machinery and equipment, n.e.c.",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46610,"Wholesale of solid, liquid and gaseous fuels and related products",,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46620,Wholesale of metals and metal ores,,,,
2019-G,(G) WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,46631,"Wholesale of lumber and planing mill products, wood in the rough",,,,
