business_bin,application_type,application_date,year,qtr_from,qtr_to,amount,discount,surcharge,interest,total,issued_date,valid_until,or_no,or_date,permit_no,business_plate_number,mode_of_payment
0403424-2024-0004710,R,01/06/2025,2025,1,4,8698,0,0,0,8698,01/20/2025,12/31/2025,9962482,01/17/2025,,3784,MANUAL
0403424-2024-0004711,R,01/24/2025,2025,1,4,6685.5,0,0,0,6685.5,01/25/2025,12/31/2025,2371702,01/25/2025,,3785,MANUAL
0403424-2024-0004713,R,01/24/2025,2025,1,4,8698,0,0,0,8698,01/20/2025,12/31/2025,9963184,01/20/2025,,3787,MANUAL
0403424-2024-0004714,R,02/11/2025,2025,1,2,6173,0,0,0,6173,01/30/2025,12/31/2025,2379375,01/27/2025,,3788,MANUAL
0403424-2024-0004715,R,02/07/2025,2025,1,4,8648,0,0,0,8648,01/20/2025,12/31/2025,9962483,01/17/2025,,3789,MANUAL
0403424-2024-0004716,R,01/20/2025,2025,1,4,13670.5,0,0,0,13670.5,02/04/2025,12/31/2025,2379301,01/27/2025,,3790,MANUAL
0403424-2024-0004717,R,01/23/2025,2025,1,4,14298,0,0,0,14298,01/04/2025,12/31/2025,5813900,01/04/2025,,3791,MANUAL
0403424-2024-0004718,R,01/22/2025,2025,1,1,48568,0,0,0,48568,01/27/2025,12/31/2025,2379304,01/27/2025,,3792,MANUAL
0403424-2024-0004718,R,01/22/2025,2025,2,2,22875,0,0,0,22875,01/27/2025,12/31/2025,1429412,05/30/2025,,3792,MANUAL
0403424-2024-0004720,R,01/27/2025,2025,1,4,6450,0,0,0,6450,01/27/2025,12/31/2025,2379370,01/27/2025,,3794,MANUAL
0403424-2024-0004721,R,01/30/2025,2025,1,4,7893,0,0,0,7893,01/27/2025,12/31/2025,2379369,01/27/2025,,3795,MANUAL
0403424-2024-0004722,R,01/16/2025,2025,1,1,8086,0,0,0,8086,01/27/2025,12/31/2025,2379372,01/27/2025,,3798,MANUAL
0403424-2024-0004722,R,01/16/2025,2025,2,2,5850,0,0,0,5850,01/27/2025,12/31/2025,3602082,05/30/2025,,3798,MANUAL
0403424-2024-0004726,R,01/16/2025,2025,1,4,16394.75,0,0,0,16394.75,04/07/2025,12/31/2025,1396049,04/07/2025,,3802,MANUAL
0403424-2024-0004727,R,01/23/2025,2025,1,1,27506,0,0,0,27506,01/27/2025,12/31/2025,2379303,01/27/2025,,3803,MANUAL
0403424-2024-0004727,R,01/23/2025,2025,2,2,9750,0,0,0,9750,01/27/2025,12/31/2025,1429410,04/16/2025,,3803,MANUAL
0403424-2024-0004730,R,01/28/2025,2025,1,4,8523,0,0,0,8523,01/31/2025,12/31/2025,2369412,01/31/2025,,3806,MANUAL
0403424-2024-0004731,R,01/22/2025,2025,1,4,12341,0,0,0,12341,01/24/2025,12/31/2025,9979335,01/22/2025,,3807,MANUAL
0403424-2024-0004732,R,01/22/2025,2025,1,4,10548,0,0,0,10548,01/04/2025,12/31/2025,4864954,01/04/2025,,3808,MANUAL
0403424-2024-0004733,R,01/11/2025,2025,1,4,96672.89,0,0,0,96672.89,01/17/2025,12/31/2025,9963650,01/17/2025,,3809,MANUAL
0403424-2024-0004734,R,01/20/2025,2025,1,4,24397.42,0,0,0,24397.42,01/17/2025,12/31/2025,9963621,01/17/2025,,3810,MANUAL
0403424-2024-0004735,R,01/18/2025,2025,1,4,16323,0,0,0,16323,01/25/2025,12/31/2025,2372745,01/25/2025,,3811,MANUAL
0403424-2024-0004736,R,01/16/2025,2025,1,4,14625.5,0,0,0,14625.5,01/09/2025,12/31/2025,9946811,01/09/2025,,3812,MANUAL
0403424-2024-0004738,R,01/27/2025,2025,1,4,3538,0,0,0,3538,01/27/2025,12/31/2025,2379317,01/27/2025,,3814,MANUAL
0403424-2024-0004739,R,01/18/2025,2025,1,4,5228,0,0,0,5228,01/17/2025,12/31/2025,4864978,01/06/2025,,3815,MANUAL
0403424-2024-0004740,R,01/10/2025,2025,1,4,5685.19,0,0,0,5685.19,01/21/2025,12/31/2025,9963924,01/21/2025,,3816,MANUAL
0403424-2024-0004741,R,01/17/2025,2025,1,4,6673,0,0,0,6673,01/06/2025,12/31/2025,5812703,01/06/2025,,3817,MANUAL
0403424-2024-0004742,R,01/22/2025,2025,1,4,1841,0,0,0,1841,01/09/2025,12/31/2025,5812949,01/09/2025,,3818,MANUAL
0403424-2024-0004743,R,01/18/2025,2025,1,4,8079.5,0,0,0,8079.5,01/09/2025,12/31/2025,5812950,01/09/2025,,3819,MANUAL
0403424-2024-0004744,R,01/22/2025,2025,1,4,6798,0,0,0,6798,01/06/2025,12/31/2025,5812701,01/06/2025,,3820,MANUAL
0403424-2024-0004745,R,01/31/2025,2025,1,4,95116,0,0,0,95116,01/31/2025,12/31/2025,2379700,01/31/2025,,3821,MANUAL
0403424-2025-0004746,N,01/17/2025,2025,1,4,2768,0,0,0,2768,01/28/2025,12/31/2025,9964090,01/22/2025,,3822,MANUAL
0403424-2024-0004747,R,01/16/2025,2025,1,4,11006,0,0,0,11006,01/30/2025,12/31/2025,4864912,01/03/2025,,3823,MANUAL
0403424-2024-0004750,R,01/16/2025,2025,1,4,5226,0,0,0,5226,01/04/2025,12/31/2025,4864915,01/03/2025,,3826,MANUAL
0403424-2025-0004751,N,01/09/2025,2025,1,4,3828,0,0,0,3828,01/23/2025,12/31/2025,99793398,01/22/2025,,3827,MANUAL
0403424-2024-0004752,R,01/16/2025,2025,1,4,10346,0,0,0,10346,01/11/2025,12/31/2025,9963349,01/11/2025,,3828,MANUAL
0403424-2024-0004753,R,01/16/2025,2025,1,4,11784.5,0,0,0,11784.5,01/11/2025,12/31/2025,9963348,01/11/2025,,3829,MANUAL
0403424-2024-0004754,R,01/16/2025,2025,1,1,223946.39,0,0,0,223946.39,01/27/2025,12/31/2025,2373024,01/27/2025,,3830,MANUAL
0403424-2024-0004754,R,01/16/2025,2025,2,2,246711.72,0,0,0,246711.72,01/27/2025,12/31/2025,2448144,04/24/2025,,3830,MANUAL
0403424-2024-0004755,R,01/10/2025,2025,1,4,7598,0,0,0,7598,01/22/2025,12/31/2025,9964040,01/22/2025,,3831,MANUAL
0403424-2024-0004757,R,01/02/2025,2025,1,4,4250,0,0,0,4250,01/27/2025,12/31/2025,2369312,01/27/2025,,3833,MANUAL
0403424-2025-0004758,N,01/20/2025,2025,1,4,2328,0,0,0,2328,01/31/2025,12/31/2025,2373139,01/28/2025,,3834,MANUAL
0403424-2024-0004759,R,01/16/2025,2025,1,1,6673,0,0,0,6673,01/31/2025,12/31/2025,2379729,01/31/2025,,3835,MANUAL
0403424-2024-0004760,R,01/16/2025,2025,1,4,4546,0,0,0,4546,02/07/2025,12/31/2025,2402768,02/07/2025,,3836,MANUAL
0403424-2024-0004761,R,01/04/2025,2025,1,4,11086,0,0,0,11086,01/04/2025,12/31/2025,5812678,01/04/2025,,3837,MANUAL
0403424-2024-0004762,R,01/10/2025,2025,1,4,55934,0,0,0,55934,01/24/2025,12/31/2025,9964250,01/24/2025,,3838,MANUAL
0403424-2024-0004764,R,01/02/2025,2025,1,4,8498,0,0,0,8498,01/04/2025,12/31/2025,5457638,01/02/2025,,3840,MANUAL
0403424-2024-0004766,R,01/30/2025,2025,1,4,19178,0,0,0,19178,01/04/2025,12/31/2025,5812679,01/04/2025,,3842,MANUAL
0403424-2024-0004767,R,01/17/2025,2025,1,1,54382,0,0,0,54382,01/17/2025,12/31/2025,9963668,01/17/2025,,3843,MANUAL
0403424-2024-0004767,R,01/17/2025,2025,2,2,40294,0,0,0,40294,01/17/2025,12/31/2025,1445089,04/15/2025,,3843,MANUAL
0403424-2025-0004768,N,01/31/2025,2025,1,4,2628,0,0,0,2628,01/23/2025,12/31/2025,9964190,01/23/2025,,3844,MANUAL
0403424-2024-0004770,R,02/25/2025,2025,1,4,11544.79,0,0,0,11544.79,01/24/2025,12/31/2025,9964278,01/24/2025,,3846,MANUAL
0403424-2024-0004771,R,01/25/2025,2025,1,4,27583,0,0,0,27583,01/27/2025,12/31/2025,2373019,01/27/2025,,3847,MANUAL
0403424-2024-0004772,R,01/20/2025,2025,1,4,6755.5,0,0,0,6755.5,01/25/2025,12/31/2025,9964281,01/24/2025,,3848,MANUAL
0403424-2024-0004773,R,01/02/2025,2025,1,4,7899.39,0,0,0,7899.39,01/31/2025,12/31/2025,2372713,01/25/2025,,3849,MANUAL
0403424-2024-0004774,R,01/28/2025,2025,1,4,10398,0,0,0,10398,01/21/2025,12/31/2025,9979222,01/21/2025,,3850,MANUAL
0403424-2024-0004777,R,01/17/2025,2025,1,4,82482.86,0,0,0,82482.86,01/23/2025,12/31/2025,9964167,01/23/2025,,3853,MANUAL
0403424-2024-0004778,R,01/17/2025,2025,1,4,4943,0,0,0,4943,01/25/2025,12/31/2025,9964280,01/24/2025,,3854,MANUAL
0403424-2024-0004780,R,01/20/2025,2025,1,4,5198,0,0,0,5198,01/11/2025,12/31/2025,9944498,01/11/2025,,3856,MANUAL
0403424-2024-0004781,R,01/30/2025,2025,1,4,6783,0,0,0,6783,01/28/2025,12/31/2025,2371849,01/28/2025,,3857,MANUAL
0403424-2024-0004782,R,02/04/2025,2025,1,4,23646,0,0,0,23646,01/30/2025,12/31/2025,2379566,01/30/2025,,3858,MANUAL
0403424-2024-0004783,R,01/20/2025,2025,1,4,6048,0,0,0,6048,01/09/2025,12/31/2025,9946802,01/09/2025,,3859,MANUAL
0403424-2024-0004784,R,01/20/2025,2025,1,4,7153.5,0,0,0,7153.5,01/24/2025,12/31/2025,9979416,01/23/2025,,3860,MANUAL
0403424-2024-0004785,R,01/09/2025,2025,1,4,3498,0,0,0,3498,01/28/2025,12/31/2025,2371814,01/28/2025,,3861,MANUAL
0403424-2024-0004786,R,01/27/2025,2025,1,4,10648,0,0,0,10648,01/27/2025,12/31/2025,2373011,01/27/2025,,3862,MANUAL
0403424-2024-0004787,R,01/03/2025,2025,1,4,12748,0,0,0,12748,01/27/2025,12/31/2025,2373010,01/27/2025,,3863,MANUAL
0403424-2024-0004788,R,01/20/2025,2025,1,1,5048,0,0,0,5048,01/25/2025,12/31/2025,9979524,01/24/2025,,3864,MANUAL
0403424-2024-0004788,R,01/20/2025,2025,2,2,2040,0,0,0,2040,01/25/2025,12/31/2025,2448083,04/21/2025,,3864,MANUAL
0403424-2024-0004789,R,01/27/2025,2025,1,4,4578,0,0,0,4578,01/30/2025,12/31/2025,2371927,01/30/2025,,3865,MANUAL
0403424-2024-0004790,R,01/13/2025,2025,1,4,2516,0,0,0,2516,01/23/2025,12/31/2025,9964144,01/23/2025,,3866,MANUAL
0403424-2024-0004792,R,01/17/2025,2025,1,4,38319,0,0,0,38319,01/18/2025,12/31/2025,9962672,01/17/2025,,3868,MANUAL
0403424-2024-0004793,R,01/04/2025,2025,1,4,23631,0,0,0,23631,01/18/2025,12/31/2025,9962673,01/17/2025,,3869,MANUAL
0403424-2024-0004794,R,01/06/2025,2025,1,4,7698,0,0,0,7698,01/14/2025,12/31/2025,9961865,01/14/2025,,3870,MANUAL
0403424-2025-0004796,N,01/04/2025,2025,1,4,6718,0,0,0,6718,02/11/2025,12/31/2025,2400609,02/11/2025,,3872,MANUAL
0403424-2024-0004797,R,01/24/2025,2025,1,4,13263,0,0,0,13263,01/24/2025,12/31/2025,9979529,01/24/2025,,3873,MANUAL
0403424-2024-0004798,R,01/18/2025,2025,1,4,381293.5,0,0,0,381293.5,01/18/2025,12/31/2025,9962719,01/18/2025,,3874,MANUAL
0403424-2024-0004799,R,01/27/2025,2025,1,2,4600920.07,0,0,0,4600920.07,01/31/2025,12/31/2025,2373042,01/27/2025,,3875,MANUAL
0403424-2024-0004800,R,03/07/2025,2025,1,4,3848,0,0,0,3848,01/30/2025,12/31/2025,2379351,01/27/2025,,3876,MANUAL
0403424-2024-0004801,R,01/07/2025,2025,1,4,7816.48,0,0,0,7816.48,06/25/2025,12/31/2025,1445330,06/25/2025,,3877,MANUAL
0403424-2024-0004803,R,01/07/2025,2025,1,1,14650.5,0,0,0,14650.5,01/23/2025,12/31/2025,9979477,01/23/2025,,3879,MANUAL
0403424-2024-0004804,R,01/31/2025,2025,1,4,8248,0,0,0,8248,02/06/2025,12/31/2025,2379690,01/31/2025,,3881,MANUAL
0403424-2024-0004805,R,01/21/2025,2025,1,4,3398,0,0,0,3398,01/21/2025,12/31/2025,9944762,01/21/2025,,3882,MANUAL
0403424-2024-0004807,R,01/22/2025,2025,1,4,1960,0,0,0,1960,01/06/2025,12/31/2025,5814260,01/06/2025,,3884,MANUAL
0403424-2024-0004808,R,01/16/2025,2025,1,4,10726.36,0,0,0,10726.36,01/21/2025,12/31/2025,9944763,01/21/2025,,3885,MANUAL
0403424-2024-0004810,R,01/09/2025,2025,1,4,80332,0,0,0,80332,01/09/2025,12/31/2025,9946773,01/09/2025,,3887,MANUAL
0403424-2024-0004811,R,01/18/2025,2025,1,4,9320.5,0,0,0,9320.5,01/17/2025,12/31/2025,9962659,01/17/2025,,3888,MANUAL
0403424-2024-0004812,R,01/22/2025,2025,1,4,6778,0,0,0,6778,01/17/2025,12/31/2025,9963645,01/17/2025,,3889,MANUAL
0403424-2024-0004813,R,01/18/2025,2025,1,4,8332.8,0,0,0,8332.8,02/12/2025,12/31/2025,2410016,02/12/2025,,3890,MANUAL
0403424-2024-0004814,R,04/19/2025,2025,1,4,7068,0,0,0,7068,01/18/2025,12/31/2025,5454743,01/17/2025,,3891,MANUAL
0403424-2024-0004815,R,01/18/2025,2025,1,4,5048,0,0,0,5048,01/07/2025,12/31/2025,5812814,01/07/2025,,3892,MANUAL
0403424-2024-0004816,R,01/22/2025,2025,1,4,8963,0,0,0,8963,01/17/2025,12/31/2025,9966239,01/17/2025,,3893,MANUAL
0403424-2024-0004817,R,01/20/2025,2025,1,4,122990,0,0,0,122990,01/21/2025,12/31/2025,9979242,01/21/2025,,3894,MANUAL
0403424-2024-0004818,R,01/08/2025,2025,1,4,5908,0,0,0,5908,01/23/2025,12/31/2025,9977099,01/23/2025,,3895,MANUAL
0403424-2024-0004819,R,01/18/2025,2025,1,4,7548,0,0,0,7548,01/22/2025,12/31/2025,9964030,01/22/2025,,3896,MANUAL
0403424-2024-0004820,R,01/20/2025,2025,1,4,22910.42,0,0,0,22910.42,01/20/2025,12/31/2025,9963846,01/20/2025,,3897,MANUAL
0403424-2024-0004821,R,01/14/2025,2025,1,4,5248,0,0,0,5248,01/22/2025,12/31/2025,9964031,01/22/2025,,3898,MANUAL
0403424-2024-0004822,R,01/14/2025,2025,1,4,5168,0,0,0,5168,01/20/2025,12/31/2025,9963893,01/20/2025,,3899,MANUAL
0403424-2025-0004823,N,01/09/2025,2025,1,4,2798,0,0,0,2798,03/20/2025,12/31/2025,1383035,03/20/2025,,3900,MANUAL
0403424-2024-0004825,R,01/14/2025,2025,1,4,5448,0,0,0,5448,01/17/2025,12/31/2025,9963663,01/17/2025,,3902,MANUAL
0403424-2024-0004826,R,01/16/2025,2025,1,4,13753,0,0,0,13753,01/17/2025,12/31/2025,9963654,01/17/2025,,3903,MANUAL
0403424-2024-0004827,R,01/17/2025,2025,1,1,5398,0,0,0,5398,01/11/2025,12/31/2025,9963360,01/11/2025,,3904,MANUAL
0403424-2024-0004827,R,01/16/2025,2025,2,2,1650,0,0,0,1650,01/11/2025,12/31/2025,2448030,04/15/2025,,3904,MANUAL
0403424-2024-0004828,R,01/16/2025,2025,1,4,8513,0,0,0,8513,02/11/2025,12/31/2025,2379691,01/31/2025,,3905,MANUAL
0403424-2024-0004830,R,01/28/2025,2025,1,4,2891.75,0,0,0,2891.75,03/27/2025,12/31/2025,2372475,03/27/2025,,3907,MANUAL
0403424-2024-0004832,R,01/27/2025,2025,1,4,25164,0,0,0,25164,05/27/2025,12/31/2025,2369494,01/31/2025,,3909,MANUAL
0403424-2024-0004833,R,02/11/2025,2025,1,4,8648,0,0,0,8648,01/30/2025,12/31/2025,9978766,01/30/2025,,3910,MANUAL
0403424-2025-0004834,N,03/20/2025,2025,1,4,2328,0,0,0,2328,03/20/2025,12/31/2025,2447910,03/20/2025,,3911,MANUAL
0403424-2024-0004835,R,01/18/2025,2025,1,4,3683,0,0,0,3683,01/23/2025,12/31/2025,9977110,01/23/2025,,3912,MANUAL
0403424-2024-0004836,R,01/14/2025,2025,1,4,7598,0,0,0,7598,01/28/2025,12/31/2025,2369737,01/28/2025,,3913,MANUAL
0403424-2024-0004837,R,01/14/2025,2025,1,4,8698,0,0,0,8698,01/28/2025,12/31/2025,9966390,01/20/2025,,3914,MANUAL
0403424-2024-0004838,R,01/14/2025,2025,1,1,138773.82,0,0,0,138773.82,01/31/2025,12/31/2025,9963905,01/20/2025,,3915,MANUAL
0403424-2024-0004838,R,01/28/2025,2025,2,2,0,0,0,0,0,01/31/2025,12/31/2025,3588647,04/15/2025,,3915,MANUAL
0403424-2024-0004838,R,01/10/2025,2025,3,3,123011.82,0,0,0,123011.82,01/31/2025,12/31/2025,3588647,06/13/2025,,3915,MANUAL
0403424-2024-0004838,R,01/06/2025,2025,4,4,0,0,0,0,0,01/31/2025,12/31/2025,3588647,06/13/2025,,3915,MANUAL
0403424-2024-0004839,R,01/30/2025,2025,1,4,3683,0,0,0,3683,01/23/2025,12/31/2025,9977109,01/23/2025,,3916,MANUAL
0403424-2024-0004840,R,01/30/2025,2025,1,4,4048,0,0,0,4048,01/30/2025,12/31/2025,2387106,01/30/2025,,3917,MANUAL
0403424-2024-0004841,R,01/30/2025,2025,1,4,6678,0,0,0,6678,01/31/2025,12/31/2025,2387122,01/30/2025,,3918,MANUAL
0403424-2024-0004843,R,01/10/2025,2025,1,4,4048,0,0,0,4048,01/30/2025,12/31/2025,2387104,01/30/2025,,3920,MANUAL
0403424-2024-0004844,R,01/20/2025,2025,1,4,4048,0,0,0,4048,01/30/2025,12/31/2025,2387103,01/30/2025,,3921,MANUAL
0403424-2024-0004845,R,01/20/2025,2025,1,1,28631,0,0,0,28631,01/24/2025,12/31/2025,9964293,01/24/2025,,3922,MANUAL
0403424-2024-0004845,R,01/10/2025,2025,2,2,15300,0,0,0,15300,01/24/2025,12/31/2025,1445122,04/21/2025,,3922,MANUAL
0403424-2024-0004846,R,01/23/2025,2025,1,4,4048,0,0,0,4048,01/30/2025,12/31/2025,2387105,01/30/2025,,3923,MANUAL
0403424-2024-0004848,R,01/30/2025,2025,1,4,7016,0,0,0,7016,01/06/2025,12/31/2025,4864991,01/06/2025,,3925,MANUAL
0403424-2024-0004850,R,01/21/2025,2025,1,4,186464.99,0,0,0,186464.99,01/20/2025,12/31/2025,9963867,01/20/2025,,3927,MANUAL
0403424-2024-0004851,R,04/03/2025,2025,1,4,28527.5,0,0,0,28527.5,04/03/2025,12/31/2025,1396024,04/03/2025,,3928,MANUAL
0403424-2024-0004853,R,01/23/2025,2025,1,4,17916.06,0,0,0,17916.06,01/23/2025,12/31/2025,9977091,01/23/2025,,3930,MANUAL
0403424-2024-0004854,R,01/23/2025,2025,1,4,6428,0,0,0,6428,01/14/2025,12/31/2025,9961889,01/14/2025,,3931,MANUAL
0403424-2024-0004855,R,01/25/2025,2025,1,4,157375.61,0,0,0,157375.61,01/22/2025,12/31/2025,9979307,01/22/2025,,3932,MANUAL
0403424-2024-0004856,R,01/20/2025,2025,1,4,7408,0,0,0,7408,01/31/2025,12/31/2025,2386416,01/31/2025,,3933,MANUAL
0403424-2024-0004857,R,01/18/2025,2025,1,1,348328.54,0,0,0,348328.54,01/21/2025,12/31/2025,5457939,01/21/2025,,3934,MANUAL
0403424-2024-0004857,R,01/18/2025,2025,2,2,314180.54,0,0,0,314180.54,01/21/2025,12/31/2025,1445064,04/14/2025,,3934,MANUAL
0403424-2024-0004859,R,01/18/2025,2025,1,4,2698,0,0,0,2698,01/14/2025,12/31/2025,9963472,01/14/2025,,3936,MANUAL
0403424-2024-0004860,R,01/18/2025,2025,1,2,7558,0,0,0,7558,01/27/2025,12/31/2025,2373002,01/25/2025,,3937,MANUAL
0403424-2024-0004861,R,01/18/2025,2025,1,4,5492,0,0,0,5492,01/18/2025,12/31/2025,9961888,01/14/2025,,3938,MANUAL
0403424-2024-0004862,R,01/21/2025,2025,1,4,15248,0,0,0,15248,01/14/2025,12/31/2025,9961897,01/14/2025,,3939,MANUAL
0403424-2024-0004863,R,01/28/2025,2025,1,4,44070,0,0,0,44070,01/20/2025,12/31/2025,9963213,01/20/2025,,3940,MANUAL
0403424-2024-0004864,R,01/20/2025,2025,1,4,10398,0,0,0,10398,01/14/2025,12/31/2025,9961890,01/14/2025,,3941,MANUAL
0403424-2024-0004865,R,01/22/2025,2025,1,4,8486,0,0,0,8486,01/20/2025,12/31/2025,9963212,01/20/2025,,3942,MANUAL
0403424-2024-0004866,R,01/03/2025,2025,1,4,5266,0,0,0,5266,01/04/2025,12/31/2025,5814163,01/03/2025,,3943,MANUAL
0403424-2024-0004867,R,01/20/2025,2025,1,4,5916,0,0,0,5916,01/04/2025,12/31/2025,5812576,01/03/2025,,3944,MANUAL
0403424-2024-0004868,R,01/03/2025,2025,1,4,4316,0,0,0,4316,01/16/2025,12/31/2025,4864916,01/03/2025,,3945,MANUAL
0403424-2024-0004869,R,01/14/2025,2025,1,4,4628,0,0,0,4628,01/21/2025,12/31/2025,9963983,01/21/2025,,3946,MANUAL
0403424-2024-0004870,R,01/22/2025,2025,1,4,3998,0,0,0,3998,01/11/2025,12/31/2025,9963405,01/11/2025,,3947,MANUAL
0403424-2024-0004871,R,01/03/2025,2025,1,4,9648,0,0,0,9648,01/24/2025,12/31/2025,9979596,01/24/2025,,3948,MANUAL
0403424-2024-0004872,R,01/24/2025,2025,1,4,5848,0,0,0,5848,01/24/2025,12/31/2025,9979597,01/24/2025,,3949,MANUAL
0403424-2024-0004873,R,01/21/2025,2025,1,4,3228,0,0,0,3228,01/23/2025,12/31/2025,9977115,01/23/2025,,3950,MANUAL
0403424-2024-0004874,R,01/20/2025,2025,1,4,60749.17,0,0,0,60749.17,01/21/2025,12/31/2025,9963895,01/20/2025,,3951,MANUAL
0403424-2024-0004875,R,01/20/2025,2025,1,4,8393,0,0,0,8393,01/20/2025,12/31/2025,9979171,01/20/2025,,3952,MANUAL
0403424-2024-0004876,R,01/20/2025,2025,1,1,112750.85,0,0,0,112750.85,01/20/2025,12/31/2025,9963198,01/20/2025,,3953,MANUAL
0403424-2024-0004876,R,01/20/2025,2025,2,2,87532.85,0,0,0,87532.85,01/20/2025,12/31/2025,2448012,04/15/2025,,3953,MANUAL
0403424-2024-0004877,R,01/21/2025,2025,1,4,9148,0,0,0,9148,01/10/2025,12/31/2025,9946864,01/10/2025,,3954,MANUAL
0403424-2024-0004878,R,01/23/2025,2025,1,4,6966,0,0,0,6966,01/30/2025,12/31/2025,2369708,01/22/2025,,3955,MANUAL
0403424-2024-0004879,R,01/23/2025,2025,1,4,4944,0,0,0,4944,01/31/2025,12/31/2025,2372034,01/31/2025,,3956,MANUAL
0403424-2024-0004880,R,01/25/2025,2025,1,4,3516,0,0,0,3516,01/06/2025,12/31/2025,4864992,01/06/2025,,3957,MANUAL
0403424-2024-0004881,R,01/16/2025,2025,1,1,90237.98,0,0,0,90237.98,01/17/2025,12/31/2025,9966237,01/17/2025,,3958,MANUAL
0403424-2024-0004881,R,01/16/2025,2025,2,2,90237.98,0,0,0,90237.98,01/17/2025,12/31/2025,1413063,04/14/2025,,3958,MANUAL
0403424-2024-0004882,R,01/20/2025,2025,1,4,6378,0,0,0,6378,01/14/2025,12/31/2025,9961895,01/14/2025,,3959,MANUAL
0403424-2024-0004883,R,01/16/2025,2025,1,4,4976,0,0,0,4976,02/14/2025,12/31/2025,9962450,01/16/2025,,3960,MANUAL
0403424-2025-0004884,N,01/14/2025,2025,1,4,18208,0,0,0,18208,03/21/2025,12/31/2025,2447945,03/21/2025,,3961,MANUAL
0403424-2024-0004885,R,01/10/2025,2025,1,4,8948,0,0,0,8948,01/11/2025,12/31/2025,9963404,01/11/2025,,3962,MANUAL
0403424-2024-0004886,R,01/25/2025,2025,1,4,180256.59,0,0,0,180256.59,01/16/2025,12/31/2025,9963571,01/16/2025,,3963,MANUAL
0403424-2024-0004887,R,01/31/2025,2025,1,4,16198,0,0,0,16198,01/31/2025,12/31/2025,2389678,01/31/2025,,3964,MANUAL
0403424-2024-0004889,R,01/22/2025,2025,1,4,22521.07,0,0,0,22521.07,01/14/2025,12/31/2025,9961877,01/14/2025,,3966,MANUAL
0403424-2024-0004890,R,01/10/2025,2025,1,1,5080,0,0,0,5080,02/06/2025,12/31/2025,2389869,02/06/2025,,3967,MANUAL
0403424-2024-0004890,R,01/10/2025,2025,2,2,1732.5,0,0,0,1732.5,02/06/2025,12/31/2025,2448005,04/11/2025,,3967,MANUAL
0403424-2024-0004891,R,01/21/2025,2025,1,4,4260.5,0,0,0,4260.5,01/14/2025,12/31/2025,9961880,01/14/2025,,3968,MANUAL
0403424-2024-0004894,R,01/23/2025,2025,1,4,4098,0,0,0,4098,01/20/2025,12/31/2025,9946141,01/10/2025,,3971,MANUAL
0403424-2024-0004895,R,01/07/2025,2025,1,4,26846,0,0,0,26846,01/16/2025,12/31/2025,9963319,01/10/2025,,3972,MANUAL
0403424-2024-0004896,R,01/07/2025,2025,1,4,5459.3,0,0,0,5459.3,01/18/2025,12/31/2025,9966322,01/18/2025,,3973,MANUAL
0403424-2024-0004897,R,01/08/2025,2025,1,4,10410,0,0,0,10410,01/18/2025,12/31/2025,9966324,01/18/2025,,3974,MANUAL
0403424-2024-0004898,R,01/08/2025,2025,1,4,14238,0,0,0,14238,01/18/2025,12/31/2025,9966323,01/18/2025,,3975,MANUAL
0403424-2024-0004899,R,01/08/2025,2025,1,4,5753,0,0,0,5753,01/30/2025,12/31/2025,2387059,01/30/2025,,3976,MANUAL
0403424-2024-0004900,R,01/08/2025,2025,1,4,5798,0,0,0,5798,01/23/2025,12/31/2025,9965993,01/14/2025,,3977,MANUAL
0403424-2024-0004902,R,01/08/2025,2025,1,4,2754.75,0,0,0,2754.75,01/24/2025,12/31/2025,9979607,01/24/2025,,3979,MANUAL
0403424-2024-0004903,R,01/28/2025,2025,1,4,2478.5,0,0,0,2478.5,01/16/2025,12/31/2025,9966154,01/16/2025,,3980,MANUAL
0403424-2024-0004904,R,01/08/2025,2025,1,4,5148,0,0,0,5148,01/23/2025,12/31/2025,9964145,01/23/2025,,3981,MANUAL
0403424-2024-0004905,R,01/08/2025,2025,1,4,9824,0,0,0,9824,01/11/2025,12/31/2025,5457735,01/11/2025,,3982,MANUAL
0403424-2024-0004906,R,01/10/2025,2025,1,4,93056.83,0,0,0,93056.83,01/09/2025,12/31/2025,9946830,01/09/2025,,3983,MANUAL
0403424-2024-0004907,R,01/20/2025,2025,1,4,10466,0,0,0,10466,01/04/2025,12/31/2025,5814201,01/04/2025,,3984,MANUAL
0403424-2024-0004909,R,01/17/2025,2025,1,4,207207.63,0,0,0,207207.63,01/31/2025,12/31/2025,2379696,01/31/2025,,3986,MANUAL
0403424-2024-0004911,R,01/08/2025,2025,1,4,5398,0,0,0,5398,01/20/2025,12/31/2025,9963858,01/20/2025,,3988,MANUAL
0403424-2025-0004912,N,02/10/2025,2025,1,4,2288,0,0,0,2288,03/25/2025,12/31/2025,2447914,03/20/2025,,3989,MANUAL
0403424-2024-0004914,R,01/16/2025,2025,1,1,53118.78,0,0,0,53118.78,02/05/2025,12/31/2025,2387433,01/31/2025,,3991,MANUAL
0403424-2024-0004914,R,01/16/2025,2025,2,2,37030.78,0,0,0,37030.78,02/05/2025,12/31/2025,1445059,04/14/2025,,3991,MANUAL
0403424-2024-0004915,R,02/11/2025,2025,1,4,6548,0,0,0,6548,01/28/2025,12/31/2025,2371809,01/28/2025,,3992,MANUAL
